price,price_per_m2,page_url,description,title,subtitle,metro
10 821 402 ₽,190 820 ₽/м²,https://spb.cian.ru/sale/flat/302080298/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,,"2-комн. квартира, 56,71 м², 2/10 этаж",Секция 6 • Сдача корпуса 4 кв. 2025,Купчино21 минута на транспорте
10 857 866 ₽,416 010 ₽/м²,https://spb.cian.ru/sale/flat/320285279/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся студия в сданном доме (Головнина, 4 (Дом 4)), срок сдачи: I-кв. 2024, общей площадью 26.1 кв.м., на 8 этаже. ЖК ""Аквилон ZALIVE"" появится на западе Васильевского острова, всего в 500 метрах от берега Финского залива. Здесь будет пять тринадцатиэтажных ""умных"" домов, объединённых общим двором, школа на 400 учеников, два детских сада на 80 мест каждый, некоммерческий детский клуб для жильцов ""Аквилон Kids"", наземный и подземные паркинги. Лаконичные светло-пепельные фасады с терракотовыми и графитовыми архитектурными акцентами подчёркивают лёгкий и современный характер комплекса. 
Застройщик возводит комплекс по стандарту Э4, который направлен на повышение энергоэффективности, эргономики, экологии и экономии. В квартирах установят широкоформатные окна с защитными детскими замками. Балконы и лоджии - глубокие ""финские"", с остеклением в пол. Высота потолков - от 2,7 метра; подъезды оборудуют малошумными лифтами типа KONE. Жильё будут передавать с предчистовой отделкой white box, можно заказать ремонт и ""под ключ"" - три варианта цветовых стилей.  
Преимущества: 
- Энергоэффективность класса А; 
- Технологии ""Умный дом""; 
- Дополнительная шумоизоляция; 
- Индивидуальная вентиляция; 
- Цифровизация коммунального обслуживания; 
- Раздельный сбор мусора; 
- IP-домофония и видеонаблюдение; 
- Концептуальное благоустройство двора; 
- Авторский дизайн входных групп; 
- Wi-Fi и USB-розетки на территории; 
- Индивидуальные кладовые вне квартиры; 
- Колясочные. 
На территории ""Аквилон ZALIVE"" появится ""зелёная набережная"" (проект студии DEREVO PARK) - пешеходная аллея протяжённостью 300 метров с дизайнерским освещением и зонами отдыха, а также два ""цветочных острова"". Двор будет закрыт для машин, там установят детские площадки, спортивную зону workout и велопарковки. 
Васильевский остров - это море и прогулки, Санкт-Петербургский Государственный Университет и Ростральные колонны, музей современного искусства ""Эрарта"" и концептуальное пространство ""Севкабель Порт"". Достаточно переехать через мост - и вот вы уже в центре или на Петроградской стороне. 
Западная оконечность Васильевского острова - это полностью новые территории, где шумят волны, а не машины. Несколько сотен гектаров осваиваются ""с нуля"", формируя единую социальную среду, сотканную из активных новосёлов, современных общественных пространств, сладких булочных на первых этажах домов, новых школ и детских садов. 
Внешняя инфраструктура появляется в основном в составе новостроек. Это детские сады, школы, минимаркеты, магазины, салоны красоты, отделения банков, кафе и др. Знаковые места Васильевского острова - арт-пространство ""Севкабель Порт"", музей современного искусства ""Эрарта"", Санкт-Петербургский Государственный Университет. 
Ближайшая станция метро - ""Приморская"", до неё удобно добраться на общественном транспорте. В перспективе откроются станции ""Горный институт"" и ""Гавань"". Для автомобилистов организована развязка с ЗСД. Доехать до аэропорта ""Пулково"" можно за полчаса.","Студия, 26,1 м², 8/13 этаж",,Приморская8 минут на транспорте
10 814 784 ₽,228 160 ₽/м²,https://spb.cian.ru/sale/flat/325480106/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся 1-комнатная квартира в сданном доме (Руднева, 18 (Дом 18)), срок сдачи: IV-кв. 2021, общей площадью 47.4 кв.м., на 3 этаже. Жилой комплекс комфорт-класса ""Шекспир"" находится в Выборгском районе Санкт-Петербурга по адресу ул. Руднева д. 16 и д. 18, в квартале, ограниченном пр. Просвещения, ул. Руднева, ул. Кустодиева и Поэтическим бульваром. Он состоит из двух корпусов разной этажности и расположен вдоль спокойной и зеленой ул. Руднева. 
Экологически-благоприятный Выборгский район - идеальное место для жизни: чистый воздух, парки, велодорожки, тихие зеленые улочки, объекты социальной инфраструктуры в шаговой доступности - все это располагает к ведению благополучного и здорового образа жизни. 
Рядом с ЖК ""Шекспир"" располагаются зеленые зоны: 
 Парк Сосновка - самый крупный в городе - раскинулся в 10-15 минутах ходьбы от ЖК ""Шекспир"", поэтому чтобы насладиться видами, звуками и запахами настоящего соснового леса, прогуляться по тенистым тропинкам вдоль лесных озер не нужно далеко ехать, достаточно преодолеть пару кварталов. Квартиры, находящихся на верхних этажах, имеют захватывающие панорамные виды, в том числе на парк Сосновка. 
 Любителям более активного досуга придется по душе отдых в Муринском парке. До западной части Муринского парка около 800 м. В нем проведено благоустройство, благодаря которому появились зоны отдыха, живописные водоемы, велосипедные дорожки разной протяженности, современная лыжероллерная трасса, несколько детских игровых зон и т. п. 
 Поблизости расположены и другие благоустроенные зеленые зоны: сад Ивана Фомина, сад ""Прометей"", сквер Конашевича и др., а внутренние территории соседних кварталов отличает большое количество зеленых насаждений. 
 На закрытой от посторонних внутренней территории ЖК ""Шекспир"" высажены вишни, цветение которых весной никого не сможет оставить равнодушным: густые соцветия и тонкий цветочный аромат будут радовать всех жильцов от мала до велика. 
 Со стороны улицы Руднева раскинулась широкая благоустроенная территория, на которой расположены площадки для отдыха детей и взрослых, высажена целая березовая аллея, вдоль которой будет приятно пройтись любителям пеших прогулок. 
Строительство ЖК ""Шекспир"" завершено. Дом активно заселяется. Большая часть квартир в продаже имеет прекрасные видовые характеристики.","1-комн. квартира, 47,4 м², 3/25 этаж",,Проспект Просвещения5 минут на транспорте
10 887 066 ₽,388 963 ₽/м²,https://spb.cian.ru/sale/flat/325458007/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся студия в сданном доме (Коломяжский, 13к2 (Корпус 41)), срок сдачи: I-кв. 2024, общей площадью 27.99 кв.м., на 16 этаже. ""Приморский квартал"" &#8722; это современный квартал с собственной инфраструктурой в престижном районе Санкт-Петербурга &#8722; в нескольких шагах от станции метро ""Пионерская"".

Проект комплексного освоения территории, общей площадью более 25 гектар, ограниченной Коломяжским проспектом, проспектом Испытателей, Богатырским проспектом и улицей Матроса Железняка, включает 13 жилых корпусов, высотность которых варьируется от 16 до 23 этажей. Кроме жилых и социальных объектов, в квартале появится достаточное количество коммерческих помещений для размещения магазинов, аптек, кафе, салонов красоты и др., открытых, подземных и многоуровневых автостоянок, а также многофункциональный общественно-деловой комплекс высотой от 8 до 25 этажей.","Студия, 27,99 м², 16/25 этаж",,Пионерская9 минут пешком
10 996 065 ₽,268 197 ₽/м²,https://spb.cian.ru/sale/flat/322695277/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся 1-комнатная квартира в сданном доме (Лайнеръ), срок сдачи: III-кв. 2025, общей площадью 41 кв.м., на 13 этаже. Новый жилой комплекс ""Лайнеръ"" от застройщика ""Холдинг ""РСТИ"""" расположен по адресу: Россия, Санкт-Петербург, Октябрьская набережная","1-комн. квартира, 41 м², 13/17 этаж",,Ломоносовская7 минут на транспорте
10 932 239 ₽,185 167 ₽/м²,https://spb.cian.ru/sale/flat/322782146/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся 2-комнатная квартира в строящемся доме (Корпус C), срок сдачи: II-кв. 2027, общей площадью 59.04 кв.м., на 5 этаже. Жилой комплекс ""Квартал Заречье"" представляет собой уникальное жилое пространство, где сливаются воедино комфорт городской жизни и красота природы. Его строительство запланировано на юго-востоке Санкт-Петербурга в Колпинском районе, в живописном месте у реки Ижора. 
Комплекс включает в себя 4 девятиэтажных жилых корпуса, а также 8-этажный крытый гараж на 496 парковочных мест. 
В ЖК ""Квартал Заречье"" на первых этажах будут размещены поликлиника и зона коворкинга, а также магазины и кофейни. 
У каждого жилого корпуса будет свой закрытый внутренний двор с детскими площадками и зелеными насаждениями. Для любителей спорта и активного отдыха предусмотрены велодорожки на территории комплекса. 
Важной особенностью ""Квартал Заречье"" является его близость к естественным прудам с зонами для барбекю, которые идеально подходят для отдыха с семьей или друзьями. Также жильцам будут доступны уютные беседки, предназначенные для отдыха на свежем воздухе, а в парках можно будет гулять с любимыми питомцами. 
""Квартал Заречье"" - это не только качественное жилье, но и образ жизни, где гармонично сочетаются городская среда, природа и современные удобства, делая его идеальным местом для проживания.","2-комн. квартира, 59,04 м², 5/9 этаж",,Рыбацкое17 минут на транспорте
10 979 620 ₽,292 400 ₽/м²,https://spb.cian.ru/sale/flat/318141216/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продается 1-комнатная квартира в ЖК ""Морская миля"" на 8 этаже. Общая площадь составляет 37.55 кв. м. Квартира с чистовой отделкой. Жилой комплекс ""Морская миля"" располагается по адресу Санкт-Петербург, Красносельский.

Морская миля - жилой комплекс в Красносельском районе Санкт-Петербурга. Расположение комплекса - его главное преимущество: близость к таким историческим памятникам и местам, как Петергоф, Павловский дворец и Царское село позволяет в любой момент насладиться красотами культурной столицы России. 

Расположение:
- всего 350 м до новой станции метро ""Юго-Западная"";
- 20 минут до Петергофа на автомобиле;
- 20 минут до аэропорта ""Пулково"" на автомобиле;
- 30 минут до Царского села на автомобиле.

Между корпусами расположены спортивные и детские площадки, пешеходный бульвар. В квартире выполнена полная отделка ""Comfort Wood"" из качественных материалов: прочный ламинат цвета благородного дуба, фактурные белые обои, керамическая плитка в ванной.

Вход в парадные расположен на уровне земли и создает доступную среду для пожилых людей, людей с ограниченными возможностями и мам с колясками. На этажах и в подвале есть кладовые, которые позволят освободить пространство квартиры от лишних вещей. Первые этажи отведены под магазины и колясочные.

На территории комплекса находятся наземные паркинги, гостевые парковки, детский сад, школа. В пешей доступности расположены магазины, кафе, аптеки и прочие удобства, необходимые для спокойной и комфортной жизни. Во дворах устроены пешеходные зоны, дворы озеленены и благоустроены: имеются тенистые аллеи, уютные зоны для отдыха детей и взрослых, а также стильные плей-хабы. 

Преимущества: 
- Станция метро в пешей доступности
- Пешеходный бульвар
- Близость к памятникам культуры и архитектуры
- Школа и детский сад во дворе
- Доступная среда

Успейте приобрести квартиру на выгодных условиях! Чтобы узнать подробности, обращайтесь за консультацией по телефону.","1-комн. квартира, 37,55 м², 8/23 этаж",Секция 2 • Сдача корпуса 3 кв. 2027,Автово6 минут на транспорте
10 926 720 ₽,243 900 ₽/м²,https://spb.cian.ru/sale/flat/318134531/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продается 1-комнатная квартира в ЖК ""Пулково Лейк"" на 1 этаже. Общая площадь составляет 44.80 кв. м. Квартира с чистовой отделкой. Жилой комплекс ""Пулково Лейк"" располагается по адресу Санкт-Петербург, Московский.

Пулково Лейк - проект малоэтажной застройки на берегу озера на границе Московского и Пушкинского районов. 

Дома высотой всего 4 этажа, квартиры от уютных студий до трехкомнатных квартир для большой семьи. Широчайший выбор планировок, включая квартиры с мастер-спальнями, патио, каминами, саунами, двухуровневые квартиры. Школа, детские сады, парк на берегу озера и выезды на Пулковское и Петербургское шоссе.

Расположение:
• 5 мин на авто до Аэропорта Пулково;
• 10 мин на авто до станций метро ""Московская;
• 10-15 мин на авто до городов Пушкина, Павловска и Гатчины;
• 20 мин на авто до центра Санкт-Петербурга.

Квартиры в проекте сдаются с предчистовой и чистовой отделкой Соmfоrt Stоnе и Соmfоrt Wооd по современным стандартам - Вы можете сами выбрать отделку, подходящую именно Вам.

Дома оборудованы самыми современными инженерными системами и ""Умным домом"".
 
В рамках проекта будет построена современная школа на 925 мест и 2 детских сада на 160 и 240 мест, выезды на Пулковское и Петербургское шоссе, а также храм рядом со сквером ""Пулковский рубеж"".

Общественное пространство вдоль берега озера превратится во всесезонный парк, в котором найдется место для любых активностей от пробежек, катания на САПах и велосипедах до отдыха в шезлонгах и любования закатом солнца. Зимой будет работать каток, проложен лыжный маршрут, предусмотрено место для новогодней елки и горок для детей. Для Ваших питомцев - площадка для выгула собак.

Преимущества:
• Высота потолков от 2,6 до 4,5 м;
• Уникальные планировки;
• Парк на берегу озера;
• Система ""Умный дом"";
• Дворы без машин;
• Колясочная в парадной;
• Видеонаблюдение в холлах, на первом этаже, в лифтах и в паркингах.

Успейте приобрести квартиру на выгодных условиях! 
Чтобы узнать подробности, обращайтесь за консультацией по телефону.","1-комн. квартира, 44,8 м², 1/4 этаж",Секция 4 • Сдача корпуса 4 кв. 2026,Московская22 минуты на транспорте
10 951 774 ₽,280 887 ₽/м²,https://spb.cian.ru/sale/flat/324816488/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Новый ЖК Ultra City 3.0 от RBI в Приморском районе Петербурга. Современный город ультравозможностей, где мечта о гармоничной жизни за городом воплотится в мегаполисе со всеми его преимуществами.

Новый проект от RBI строится в перспективной локации на пересечении проспекта Королёва и Арцеуловской аллеи в районе Парашютной улицы. До выездов на ЗСД и КАД — 15 минут. Рядом детские сады и школы, современные медицинские и спортивные учреждения, торговые центры и магазины. Прямо в доме откроется детская поликлиника, а на прилегающей территории построят муниципальный детский сад.

Всего в 4 корпусах дома 946 квартир от 24 до 90 м². Планировки — от классических до ""евро"" с кухней-гостиной и мастер-спальней с гардеробной. Высота потолков — 2,7 метра. Все квартиры продаются с белой отделкой.

Насладиться солнечным SPA среди цветущих яблонь и уссурийских груш в собственном фруктовом саду, провести online-встречу или поработать с ноутбуком в обогреваемой party-беседке с розетками под навесом. Прогуляться с близкими по фруктовой аллее до детской площадки, чтобы покатать дочь или сына на качелях, а потом с улыбкой наблюдать, как весело и увлечённо они резвятся в мега-песочнице с водяными аттракционами и решают головоломки на бизибордах — вот повседневные сценарии вашей счастливой жизни в будущем ЖК Ultra City 3.0!

В каждой секции — своё лобби с витражными окнами и воздушными световыми колоннами — чтобы ощущение гармонии с природой не покидало вас и внутри дома. В каждой парадной зоны ожидания для гостей и вместительные колясочные. Для хранения габаритных вещей можно отдельно приобрести кладовую на -1 этаже, для авто — машиноместо в отдельно стоящем тёплом паркинге.

Приватный двор полностью без машин охраняется 24/7, вход по электронному ключу. Можно уверенно отпускать детей на прогулки со сверстниками и приглядывать за ними со смартфона благодаря технологии ""умный дом"". Для занятий спортом на свежем воздухе в Ultra City 3.0 установят профессиональное уличное оборудование для кардио, силовых и wellness-тренировок и настольный теннис. Ещё одна фишка проекта — ремонтная станция для велосипедов: отладить свой двухколёсный транспорт, подкачать шины и подтянуть слетевшую цепь можно будет, не выходя из дома.

Выбирайте Ultra City 3.0, чтобы каждый день ловить вайб загородной жизни в ритме мегаполиса!","1-комн. квартира, 38,99 м², 5/17 этаж",Секция 1 • Сдача корпуса 2 кв. 2028,Комендантский проспект11 минут на транспорте
10 900 437 ₽,330 316 ₽/м²,https://spb.cian.ru/sale/flat/322370320/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся студия в сданном доме (Чирикова, 5), срок сдачи: I-кв. 2024, общей площадью 33 кв.м., на 1 этаже. ЖК ""Аквилон ZALIVE"" появится на западе Васильевского острова, всего в 500 метрах от берега Финского залива. Здесь будет пять тринадцатиэтажных ""умных"" домов, объединённых общим двором, школа на 400 учеников, два детских сада на 80 мест каждый, некоммерческий детский клуб для жильцов ""Аквилон Kids"", наземный и подземные паркинги. Лаконичные светло-пепельные фасады с терракотовыми и графитовыми архитектурными акцентами подчёркивают лёгкий и современный характер комплекса. 
Застройщик возводит комплекс по стандарту Э4, который направлен на повышение энергоэффективности, эргономики, экологии и экономии. В квартирах установят широкоформатные окна с защитными детскими замками. Балконы и лоджии - глубокие ""финские"", с остеклением в пол. Высота потолков - от 2,7 метра; подъезды оборудуют малошумными лифтами типа KONE. Жильё будут передавать с предчистовой отделкой white box, можно заказать ремонт и ""под ключ"" - три варианта цветовых стилей.  
Преимущества: 
- Энергоэффективность класса А; 
- Технологии ""Умный дом""; 
- Дополнительная шумоизоляция; 
- Индивидуальная вентиляция; 
- Цифровизация коммунального обслуживания; 
- Раздельный сбор мусора; 
- IP-домофония и видеонаблюдение; 
- Концептуальное благоустройство двора; 
- Авторский дизайн входных групп; 
- Wi-Fi и USB-розетки на территории; 
- Индивидуальные кладовые вне квартиры; 
- Колясочные. 
На территории ""Аквилон ZALIVE"" появится ""зелёная набережная"" (проект студии DEREVO PARK) - пешеходная аллея протяжённостью 300 метров с дизайнерским освещением и зонами отдыха, а также два ""цветочных острова"". Двор будет закрыт для машин, там установят детские площадки, спортивную зону workout и велопарковки. 
Васильевский остров - это море и прогулки, Санкт-Петербургский Государственный Университет и Ростральные колонны, музей современного искусства ""Эрарта"" и концептуальное пространство ""Севкабель Порт"". Достаточно переехать через мост - и вот вы уже в центре или на Петроградской стороне. 
Западная оконечность Васильевского острова - это полностью новые территории, где шумят волны, а не машины. Несколько сотен гектаров осваиваются ""с нуля"", формируя единую социальную среду, сотканную из активных новосёлов, современных общественных пространств, сладких булочных на первых этажах домов, новых школ и детских садов. 
Внешняя инфраструктура появляется в основном в составе новостроек. Это детские сады, школы, минимаркеты, магазины, салоны красоты, отделения банков, кафе и др. Знаковые места Васильевского острова - арт-пространство ""Севкабель Порт"", музей современного искусства ""Эрарта"", Санкт-Петербургский Государственный Университет. 
Ближайшая станция метро - ""Приморская"", до неё удобно добраться на общественном транспорте. В перспективе откроются станции ""Горный институт"" и ""Гавань"". Для автомобилистов организована развязка с ЗСД. Доехать до аэропорта ""Пулково"" можно за полчаса.","Студия, 33 м², 1/13 этаж",,Приморская7 минут на транспорте
10 900 032 ₽,330 004 ₽/м²,https://spb.cian.ru/sale/flat/325098460/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продается уютная 1-комнатная квартира от застройщика в жилом комплексе ""Setl Ривьера"" в активно развивающимся Невском районе.

До метро можно добраться на транспорте всего за 10 минут.

Удобная, классическая, функциональная европланировка, большая кухня-гостиная 15.02 м², вместительная прихожая 3.61 м². Общая площадь квартиры - 33.03 м², жилая  10.36 м², высота потолка 2.92 м.

Квартира продается с отделкой ""NORD LINE WHITE ВК NEW"".

Что особенного в ЖК ""Setl Ривьера""?

	• Первая береговая линия Невы. 5 км до центра Петербурга
	• ""Активити парк"" - пространство для занятий спортом и отдыха. ""Ривьера парк"" с променадом и панорамной ротондой
	• Масштабные дворы 10 000 кв.м. с авторским ландшафтным дизайном
	• Двухуровневые единые входные группы
	• Видовые квартиры с террасами, каминами и саунами","1-комн. квартира, 33,03 м², 1/12 этаж",Сдача корпуса 1 кв. 2028,Проспект Большевиков7 минут на транспорте
10 935 158 ₽,343 441 ₽/м²,https://spb.cian.ru/sale/flat/325505356/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся 1-комнатная квартира в строящемся доме (Аквилон All In 3.0), срок сдачи: IV-кв. 2025, общей площадью 31.84 кв.м., на 12 этаже. Новый жилой комплекс комфорт-класса Аквилон All in 3.0 будет построен на Школьной улице в поселке Шушары Пушкинского района Санкт-Петербурга. Общая площадь проекта составит порядка 45 тыс. кв. м. 12-этажный дом рассчитан на 812 квартир. В комплексе предусмотрен отапливаемый подземный паркинг на 100 машиномест с прямым доступом на лифте. 
ЖК Аквилон All in 3.0 расположится в районе с развитой инфраструктурой в 15 минутах езды от станции метро ""Купчино"" и в непосредственной близости от выезда на КАД. В 15 минутах также находится международный аэропорт Пулково. Вблизи жилого комплекса расположены магазины, школы, детские сады. В нескольких минутах езды находятся ТЦ Outlet Village Pulkovo, ТРЦ ""Пулково 3"", ТРК ЛЕТО, гипермаркеты О`кей, METRO и др.  
Аквилон All in 3.0 - это 3-я очередь ЖК All Inclusive от Группы Аквилон, включающая в себя расширенные технологические возможности: новейшую версию ""умного дома"" inHOME 3.0 с улучшенным функционалом по управлению жилым пространством, малошумные скоростные лифты, разработку по акустической защите в каждой квартире SOUNDSTOP и др. 
Будущие резиденты нового проекта Группы Аквилон получат благоустроенную придомовую территорию, на которой будет высажено на 30% больше зеленых насаждений, обустроены спортивные и детские площадки, а также места для прогулок и отдыха. Для самых юных жителей предусмотрен детский клуб Аквилон KIDS с возможностями для творчества, саморазвития и игр. 
Новый жилой комплекс будет реализован в соответствии с концепцией Э4 от Группы Аквилон, которая базируется на четырех основных принципах: энергоэффективности, эргономичности, экологичности и экономии средств жителей. При строительстве будет применена технология Termo-S, которая на 50% снижает теплопотери зданий, что помогает жителям экономить до 40% расходов на платежах за теплоснабжение.","1-комн. квартира, 31,84 м², 12/12 этаж",,Звездная12 минут на транспорте
10 974 807 ₽,264 900 ₽/м²,https://spb.cian.ru/sale/flat/325504603/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся 1-комнатная квартира в строящемся доме (Корпус: 2.2.1), срок сдачи: II-кв. 2027, общей площадью 41.43 кв.м., на 23 этаже. Жилой комплекс Окла находится в Приморском районе Санкт-Петербурга, в самом сердце зеленого массива на 140 гектаров. Рядом с комплексом расположены Суздальские озера и Шуваловский парк, а в 10 минутах езды  Юнтоловский заповедник. Здания проекта органично вписаны в холмистый ландшафт с вековыми елями, где водятся зайцы, ежи, бобры и птицы. 
Концепция Окла  это ""город в городе"": семиэтажные корпуса и высотные здания в неоклассическом стиле окружены лесным массивом, а внутри квартала находятся широкие европейские пешеходные улицы и променады, торговые зоны, кафе, спортивные клубы, площадки для спорта и детских игр","1-комн. квартира, 41,43 м², 23/25 этаж",,Проспект Просвещения10 минут на транспорте
10 900 013 ₽,427 116 ₽/м²,https://spb.cian.ru/sale/flat/325098456/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продается просторная студия от застройщика в жилом комплексе ""Setl Ривьера"" в активно развивающимся Невском районе.

До метро можно добраться на транспорте всего за 10 минут.

Удобная, классическая, функциональная европланировка, просторная прихожая 3.69 м². Общая площадь студии - 25.52 м², жилая  18.32 м², высота потолка 2.77 м.

Квартира продается с отделкой ""NORD LINE SILVER ВК NEW"".

Что особенного в ЖК ""Setl Ривьера""?

	• Первая береговая линия Невы. 5 км до центра Петербурга
	• ""Активити парк"" - пространство для занятий спортом и отдыха. ""Ривьера парк"" с променадом и панорамной ротондой
	• Масштабные дворы 10 000 кв.м. с авторским ландшафтным дизайном
	• Двухуровневые единые входные группы
	• Видовые квартиры с террасами, каминами и саунами","Студия, 25,52 м², 12/17 этаж",Сдача корпуса 1 кв. 2028,Проспект Большевиков7 минут на транспорте
10 950 137 ₽,364 276 ₽/м²,https://spb.cian.ru/sale/flat/325403972/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продается уютная 1-комнатная квартира от застройщика в жилом комплексе ""Setl Лофт"" в престижном Московском районе.

До метро можно добраться пешком всего за 25 минут.

Удобная, классическая, функциональная европланировка, большая кухня-гостиная 14.25 м², вместительная прихожая 3.03 м². Общая площадь квартиры - 30.06 м², жилая  9 м², высота потолка 2.75 м.

Квартира продается с отделкой ""NORD LINE SILVER ВК NEW"".

Что особенного в ЖК ""Setl Лофт""?

	• Престижный Московский район. Близость к метро ""Звёздная""
	• Архитектура в стиле лофт
	• Единая входная группа с авторским дизайном  и лаундж-зоной
	• Собственный фитнес-клуб с сауной
	• Элементы отделки и декора из стали cor-ten на фасадах и лобби","1-комн. квартира, 30,06 м², 4/12 этаж",Сдача корпуса 4 кв. 2027,Звездная6 минут на транспорте
10 998 728 ₽,432 850 ₽/м²,https://spb.cian.ru/sale/flat/325458010/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,,"Студия, 25,41 м², 2/25 этаж",,Пионерская9 минут пешком
10 970 422 ₽,326 501 ₽/м²,https://spb.cian.ru/sale/flat/320285105/?mlSearchSessionGuid=56f97dbfee21a4064a1ff513a8422806,"Продаётся студия в сданном доме (Головнина, 6к1), срок сдачи: I-кв. 2025, общей площадью 32.6 кв.м., на 1 этаже. ЖК ""Аквилон ZALIVE"" появится на западе Васильевского острова, всего в 500 метрах от берега Финского залива. Здесь будет пять тринадцатиэтажных ""умных"" домов, объединённых общим двором, школа на 400 учеников, два детских сада на 80 мест каждый, некоммерческий детский клуб для жильцов ""Аквилон Kids"", наземный и подземные паркинги. Лаконичные светло-пепельные фасады с терракотовыми и графитовыми архитектурными акцентами подчёркивают лёгкий и современный характер комплекса. 
Застройщик возводит комплекс по стандарту Э4, который направлен на повышение энергоэффективности, эргономики, экологии и экономии. В квартирах установят широкоформатные окна с защитными детскими замками. Балконы и лоджии - глубокие ""финские"", с остеклением в пол. Высота потолков - от 2,7 метра; подъезды оборудуют малошумными лифтами типа KONE. Жильё будут передавать с предчистовой отделкой white box, можно заказать ремонт и ""под ключ"" - три варианта цветовых стилей.  
Преимущества: 
- Энергоэффективность класса А; 
- Технологии ""Умный дом""; 
- Дополнительная шумоизоляция; 
- Индивидуальная вентиляция; 
- Цифровизация коммунального обслуживания; 
- Раздельный сбор мусора; 
- IP-домофония и видеонаблюдение; 
- Концептуальное благоустройство двора; 
- Авторский дизайн входных групп; 
- Wi-Fi и USB-розетки на территории; 
- Индивидуальные кладовые вне квартиры; 
- Колясочные. 
На территории ""Аквилон ZALIVE"" появится ""зелёная набережная"" (проект студии DEREVO PARK) - пешеходная аллея протяжённостью 300 метров с дизайнерским освещением и зонами отдыха, а также два ""цветочных острова"". Двор будет закрыт для машин, там установят детские площадки, спортивную зону workout и велопарковки. 
Васильевский остров - это море и прогулки, Санкт-Петербургский Государственный Университет и Ростральные колонны, музей современного искусства ""Эрарта"" и концептуальное пространство ""Севкабель Порт"". Достаточно переехать через мост - и вот вы уже в центре или на Петроградской стороне. 
Западная оконечность Васильевского острова - это полностью новые территории, где шумят волны, а не машины. Несколько сотен гектаров осваиваются ""с нуля"", формируя единую социальную среду, сотканную из активных новосёлов, современных общественных пространств, сладких булочных на первых этажах домов, новых школ и детских садов. 
Внешняя инфраструктура появляется в основном в составе новостроек. Это детские сады, школы, минимаркеты, магазины, салоны красоты, отделения банков, кафе и др. Знаковые места Васильевского острова - арт-пространство ""Севкабель Порт"", музей современного искусства ""Эрарта"", Санкт-Петербургский Государственный Университет. 
Ближайшая станция метро - ""Приморская"", до неё удобно добраться на общественном транспорте. В перспективе откроются станции ""Горный институт"" и ""Гавань"". Для автомобилистов организована развязка с ЗСД. Доехать до аэропорта ""Пулково"" можно за полчаса.","Студия, 33,6 м², 1/13 этаж",,Приморская7 минут на транспорте
